Episode,Plan,Why Actions?,Actions,Why Not?,Tree
0,"['occurs(move(learner,2,12),7)']",[[]],"['shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),7)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),7)']
None
belief1 : 
['-holds(in_range(learner,attacker3),7)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
0,"['occurs(move(learner,10,14),1)', 'occurs(move(learner,9,14),2)', 'occurs(move(learner,8,14),3)']","[[['holds(in(learner,10,15),1),-next_to(8,14,10,15)'], 'holds(in(learner,8,14),3)', 3]]","['shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),1)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),1)']
None
belief1 : 
['-holds(in_range(learner,attacker3),1)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
0,"['occurs(move(learner,10,14),1)', 'occurs(move(learner,9,14),2)', 'occurs(move(learner,8,14),3)']","[[['holds(in(learner,10,15),1),-next_to(8,14,10,15)'], 'holds(in(learner,8,14),3)', 3], [['holds(in(learner,10,14),2),-next_to(8,14,10,14)'], 'holds(in(learner,8,14),3)', 3]]","['shoot(learner,attacker3)', 'shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),1)']], [[], ['-holds(in_range(learner,attacker3),2)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),2)']
None
belief1 : 
['-holds(in_range(learner,attacker3),2)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
0,"['occurs(move(learner,10,14),1)', 'occurs(move(learner,9,14),2)', 'occurs(move(learner,8,14),3)']","[[['holds(in(learner,10,15),1),-next_to(8,14,10,15)'], 'holds(in(learner,8,14),3)', 3], [['holds(in(learner,10,14),2),-next_to(8,14,10,14)'], 'holds(in(learner,8,14),3)', 3], []]","['shoot(learner,attacker3)', 'shoot(learner,attacker3)', 'shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),1)']], [[], ['-holds(in_range(learner,attacker3),2)']], [[], ['-holds(in_range(learner,attacker3),3)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),3)']
None
belief1 : 
['-holds(in_range(learner,attacker3),3)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
0,"['occurs(move(learner,10,14),4)', 'occurs(move(learner,11,14),5)', 'occurs(move(learner,12,14),6)']","[[['holds(in(learner,10,15),4),-next_to(12,14,10,15)'], 'holds(in(learner,12,14),6)', 6]]","['shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),4)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),4)']
None
belief1 : 
['-holds(in_range(learner,attacker3),4)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
0,"['occurs(move(learner,10,14),4)', 'occurs(move(learner,11,14),5)', 'occurs(move(learner,12,14),6)']","[[['holds(in(learner,10,15),4),-next_to(12,14,10,15)'], 'holds(in(learner,12,14),6)', 6], [['holds(in(learner,10,14),5),-next_to(12,14,10,14)'], 'holds(in(learner,12,14),6)', 6]]","['shoot(learner,attacker3)', 'shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),4)']], [[], ['-holds(in_range(learner,attacker3),5)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),5)']
None
belief1 : 
['-holds(in_range(learner,attacker3),5)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
0,"['occurs(move(learner,10,14),4)', 'occurs(move(learner,11,14),5)', 'occurs(move(learner,12,14),6)']","[[['holds(in(learner,10,15),4),-next_to(12,14,10,15)'], 'holds(in(learner,12,14),6)', 6], [['holds(in(learner,10,14),5),-next_to(12,14,10,14)'], 'holds(in(learner,12,14),6)', 6], []]","['shoot(learner,attacker3)', 'shoot(learner,attacker3)', 'shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),4)']], [[], ['-holds(in_range(learner,attacker3),5)']], [[], ['-holds(in_range(learner,attacker3),6)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),6)']
None
belief1 : 
['-holds(in_range(learner,attacker3),6)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
0,"['occurs(move(learner,13,14),7)', 'occurs(move(learner,14,14),8)']","[[['holds(in(learner,12,14),7),-next_to(14,14,12,14)'], 'holds(in(learner,14,14),8)', 8]]","['shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),7)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),7)']
None
belief1 : 
['-holds(in_range(learner,attacker3),7)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
0,"['occurs(move(learner,13,14),7)', 'occurs(move(learner,14,14),8)']","[[['holds(in(learner,12,14),7),-next_to(14,14,12,14)'], 'holds(in(learner,14,14),8)', 8], []]","['shoot(learner,attacker3)', 'shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),7)']], [[], ['-holds(in_range(learner,attacker3),8)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),8)']
None
belief1 : 
['-holds(in_range(learner,attacker3),8)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
0,"['occurs(move(learner,14,13),9)', 'occurs(shoot(learner,attacker3),10)']","[[['-holds(in_range(learner,attacker3),9)'], 'holds(agent_shot(attacker3),10)', 10]]","['shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),9)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),9)']
None
belief1 : 
['-holds(in_range(learner,attacker3),9)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
0,"['occurs(move(learner,14,13),9)', 'occurs(shoot(learner,attacker3),10)']","[[['-holds(in_range(learner,attacker3),9)'], 'holds(agent_shot(attacker3),10)', 10], []]","['shoot(learner,attacker3)', 'shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),9)']], [[], []]]","belief0 : 
['-occurs(shoot(learner,attacker3),10)']
None
"
0,"['occurs(move(learner,16,13),11)', 'occurs(shoot(learner,attacker3),12)']","[[['-holds(in_range(learner,attacker3),11)'], 'holds(agent_shot(attacker3),12)', 12]]","['shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),11)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),11)']
None
belief1 : 
['-holds(in_range(learner,attacker3),11)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
0,"['occurs(move(learner,16,13),11)', 'occurs(shoot(learner,attacker3),12)']","[[['-holds(in_range(learner,attacker3),11)'], 'holds(agent_shot(attacker3),12)', 12], []]","['shoot(learner,attacker3)', 'shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),11)']], [[], []]]","belief0 : 
['-occurs(shoot(learner,attacker3),12)']
None
"
1,"['occurs(move(learner,8,14),1)', 'occurs(move(learner,7,14),2)', 'occurs(move(learner,6,14),3)']","[[['holds(in(learner,9,14),1),-next_to(6,14,9,14)'], 'holds(in(learner,6,14),3)', 3]]","['shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),1)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),1)']
None
belief1 : 
['-holds(in_range(learner,attacker3),1)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
1,"['occurs(move(learner,8,14),1)', 'occurs(move(learner,7,14),2)', 'occurs(move(learner,6,14),3)']","[[['holds(in(learner,9,14),1),-next_to(6,14,9,14)'], 'holds(in(learner,6,14),3)', 3], [['holds(in(learner,8,14),2),-next_to(6,14,8,14)'], 'holds(in(learner,6,14),3)', 3]]","['shoot(learner,attacker3)', 'shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),1)']], [[], ['-holds(in_range(learner,attacker3),2)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),2)']
None
belief1 : 
['-holds(in_range(learner,attacker3),2)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
1,"['occurs(move(learner,8,14),1)', 'occurs(move(learner,7,14),2)', 'occurs(move(learner,6,14),3)']","[[['holds(in(learner,9,14),1),-next_to(6,14,9,14)'], 'holds(in(learner,6,14),3)', 3], [['holds(in(learner,8,14),2),-next_to(6,14,8,14)'], 'holds(in(learner,6,14),3)', 3], []]","['shoot(learner,attacker3)', 'shoot(learner,attacker3)', 'shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),1)']], [[], ['-holds(in_range(learner,attacker3),2)']], [[], ['-holds(in_range(learner,attacker3),3)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),3)']
None
belief1 : 
['-holds(in_range(learner,attacker3),3)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
1,"['occurs(move(learner,6,13),4)', 'occurs(move(learner,5,13),5)', 'occurs(move(learner,4,13),6)']","[[['holds(in(learner,7,13),4),-next_to(4,13,7,13)'], 'holds(in(learner,4,13),6)', 6]]","['shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),4)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),4)']
None
belief1 : 
['-holds(in_range(learner,attacker3),4)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
1,"['occurs(move(learner,6,13),4)', 'occurs(move(learner,5,13),5)', 'occurs(move(learner,4,13),6)']","[[['holds(in(learner,7,13),4),-next_to(4,13,7,13)'], 'holds(in(learner,4,13),6)', 6], [['holds(in(learner,6,13),5),-next_to(4,13,6,13)'], 'holds(in(learner,4,13),6)', 6]]","['shoot(learner,attacker3)', 'shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),4)']], [[], ['-holds(in_range(learner,attacker3),5)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),5)']
None
belief1 : 
['-holds(in_range(learner,attacker3),5)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
1,"['occurs(move(learner,6,13),4)', 'occurs(move(learner,5,13),5)', 'occurs(move(learner,4,13),6)']","[[['holds(in(learner,7,13),4),-next_to(4,13,7,13)'], 'holds(in(learner,4,13),6)', 6], [['holds(in(learner,6,13),5),-next_to(4,13,6,13)'], 'holds(in(learner,4,13),6)', 6], []]","['shoot(learner,attacker3)', 'shoot(learner,attacker3)', 'shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),4)']], [[], ['-holds(in_range(learner,attacker3),5)']], [[], ['-holds(in_range(learner,attacker3),6)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),6)']
None
belief1 : 
['-holds(in_range(learner,attacker3),6)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
1,"['occurs(move(learner,4,13),7)']",[[]],"['shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),7)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),7)']
None
belief1 : 
['-holds(in_range(learner,attacker3),7)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
1,"['occurs(move(learner,4,13),8)', 'occurs(move(learner,5,13),9)', 'occurs(move(learner,6,13),10)']","[[['holds(in(learner,3,13),8),-next_to(6,13,3,13)'], 'holds(in(learner,6,13),10)', 10]]","['shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),8)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),8)']
None
belief1 : 
['-holds(in_range(learner,attacker3),8)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
1,"['occurs(move(learner,4,13),8)', 'occurs(move(learner,5,13),9)', 'occurs(move(learner,6,13),10)']","[[['holds(in(learner,3,13),8),-next_to(6,13,3,13)'], 'holds(in(learner,6,13),10)', 10], [['holds(in(learner,4,13),9),-next_to(6,13,4,13)'], 'holds(in(learner,6,13),10)', 10]]","['shoot(learner,attacker3)', 'shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),8)']], [[], ['-holds(in_range(learner,attacker3),9)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),9)']
None
belief1 : 
['-holds(in_range(learner,attacker3),9)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
1,"['occurs(move(learner,4,13),8)', 'occurs(move(learner,5,13),9)', 'occurs(move(learner,6,13),10)']","[[['holds(in(learner,3,13),8),-next_to(6,13,3,13)'], 'holds(in(learner,6,13),10)', 10], [['holds(in(learner,4,13),9),-next_to(6,13,4,13)'], 'holds(in(learner,6,13),10)', 10], []]","['shoot(learner,attacker3)', 'shoot(learner,attacker3)', 'shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),8)']], [[], ['-holds(in_range(learner,attacker3),9)']], [[], ['-holds(in_range(learner,attacker3),10)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),10)']
None
belief1 : 
['-holds(in_range(learner,attacker3),10)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
0,"['occurs(move(learner,9,14),1)', 'occurs(move(learner,8,14),2)', 'occurs(move(learner,7,14),3)']","[[['holds(in(learner,9,15),1),-next_to(7,14,9,15)'], 'holds(in(learner,7,14),3)', 3]]","['shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),1)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),1)']
None
belief1 : 
['-holds(in_range(learner,attacker3),1)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
0,"['occurs(move(learner,9,14),1)', 'occurs(move(learner,8,14),2)', 'occurs(move(learner,7,14),3)']","[[['holds(in(learner,9,15),1),-next_to(7,14,9,15)'], 'holds(in(learner,7,14),3)', 3], [['holds(in(learner,9,14),2),-next_to(7,14,9,14)'], 'holds(in(learner,7,14),3)', 3]]","['shoot(learner,attacker3)', 'shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),1)']], [[], ['-holds(in_range(learner,attacker3),2)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),2)']
None
belief1 : 
['-holds(in_range(learner,attacker3),2)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
0,"['occurs(move(learner,9,14),1)', 'occurs(move(learner,8,14),2)', 'occurs(move(learner,7,14),3)']","[[['holds(in(learner,9,15),1),-next_to(7,14,9,15)'], 'holds(in(learner,7,14),3)', 3], [['holds(in(learner,9,14),2),-next_to(7,14,9,14)'], 'holds(in(learner,7,14),3)', 3], []]","['shoot(learner,attacker3)', 'shoot(learner,attacker3)', 'shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),1)']], [[], ['-holds(in_range(learner,attacker3),2)']], [[], ['-holds(in_range(learner,attacker3),3)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),3)']
None
belief1 : 
['-holds(in_range(learner,attacker3),3)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
0,"['occurs(move(learner,9,14),4)', 'occurs(move(learner,10,14),5)', 'occurs(move(learner,11,14),6)']","[[['holds(in(learner,8,14),4),-next_to(11,14,8,14)'], 'holds(in(learner,11,14),6)', 6]]","['shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),4)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),4)']
None
belief1 : 
['-holds(in_range(learner,attacker3),4)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
0,"['occurs(move(learner,9,14),4)', 'occurs(move(learner,10,14),5)', 'occurs(move(learner,11,14),6)']","[[['holds(in(learner,8,14),4),-next_to(11,14,8,14)'], 'holds(in(learner,11,14),6)', 6], [['holds(in(learner,9,14),5),-next_to(11,14,9,14)'], 'holds(in(learner,11,14),6)', 6]]","['shoot(learner,attacker3)', 'shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),4)']], [[], ['-holds(in_range(learner,attacker3),5)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),5)']
None
belief1 : 
['-holds(in_range(learner,attacker3),5)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
0,"['occurs(move(learner,9,14),4)', 'occurs(move(learner,10,14),5)', 'occurs(move(learner,11,14),6)']","[[['holds(in(learner,8,14),4),-next_to(11,14,8,14)'], 'holds(in(learner,11,14),6)', 6], [['holds(in(learner,9,14),5),-next_to(11,14,9,14)'], 'holds(in(learner,11,14),6)', 6], []]","['shoot(learner,attacker3)', 'shoot(learner,attacker3)', 'shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),4)']], [[], ['-holds(in_range(learner,attacker3),5)']], [[], ['-holds(in_range(learner,attacker3),6)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),6)']
None
belief1 : 
['-holds(in_range(learner,attacker3),6)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
0,"['occurs(move(learner,10,14),7)']",[[]],"['shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),7)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),7)']
None
belief1 : 
['-holds(in_range(learner,attacker3),7)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
0,"['occurs(shoot(learner,attacker3),8)']",[[]],"['shoot(learner,attacker3)']","[[[], []]]","belief0 : 
['-occurs(shoot(learner,attacker3),8)']
None
"
0,"['occurs(move(learner,8,13),1)', 'occurs(move(learner,7,13),2)', 'occurs(move(learner,6,13),3)']","[[['holds(in(learner,9,13),1),-next_to(6,13,9,13)'], 'holds(in(learner,6,13),3)', 3]]","['shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),1)', '-holds(in_range(learner,attacker3),1)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),1)']
None
belief1 : 
['-holds(in_range(learner,attacker3),1)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
0,"['occurs(move(learner,8,13),1)', 'occurs(move(learner,7,13),2)', 'occurs(move(learner,6,13),3)']","[[['holds(in(learner,9,13),1),-next_to(6,13,9,13)'], 'holds(in(learner,6,13),3)', 3], [['holds(in(learner,8,13),2),-next_to(6,13,8,13)'], 'holds(in(learner,6,13),3)', 3]]","['shoot(learner,attacker3)', 'rotate(learner,west1)']","[[[], ['-holds(in_range(learner,attacker3),1)', '-holds(in_range(learner,attacker3),1)']], [['holds(face(learner,south),2),-next_dir(west1,north_east)']]]","belief0 : 
['-occurs(rotate(learner,west1),2)']
None
belief1 : 
[('holds(face(learner,south),2)', '-next_dir(west1,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
0,"['occurs(move(learner,8,13),1)', 'occurs(move(learner,7,13),2)', 'occurs(move(learner,6,13),3)']","[[['holds(in(learner,9,13),1),-next_to(6,13,9,13)'], 'holds(in(learner,6,13),3)', 3], [['holds(in(learner,8,13),2),-next_to(6,13,8,13)'], 'holds(in(learner,6,13),3)', 3], []]","['shoot(learner,attacker3)', 'rotate(learner,west1)', 'rotate(learner,south)']","[[[], ['-holds(in_range(learner,attacker3),1)', '-holds(in_range(learner,attacker3),1)']], [['holds(face(learner,south),2),-next_dir(west1,north_east)']], [['holds(face(learner,south),3),-next_dir(south,north_east)']]]","belief0 : 
['-occurs(rotate(learner,south),3)']
None
belief1 : 
[('holds(face(learner,south),3)', '-next_dir(south,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
0,"['occurs(move(learner,5,12),4)', 'occurs(move(learner,4,12),5)', 'occurs(move(learner,3,12),6)']","[[['holds(in(learner,6,12),4),-next_to(3,12,6,12)'], 'holds(in(learner,3,12),6)', 6]]","['rotate(learner,north_west2)']","[[['holds(face(learner,south),4),-next_dir(north_west2,north_east)']]]","belief0 : 
['-occurs(rotate(learner,north_west2),4)']
None
belief1 : 
[('holds(face(learner,south),4)', '-next_dir(north_west2,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
0,"['occurs(move(learner,5,12),4)', 'occurs(move(learner,4,12),5)', 'occurs(move(learner,3,12),6)']","[[['holds(in(learner,6,12),4),-next_to(3,12,6,12)'], 'holds(in(learner,3,12),6)', 6], [['holds(in(learner,5,12),5),-next_to(3,12,5,12)'], 'holds(in(learner,3,12),6)', 6]]","['rotate(learner,north_west2)', 'rotate(learner,north2)']","[[['holds(face(learner,south),4),-next_dir(north_west2,north_east)']], [['holds(face(learner,south),5),-next_dir(north2,north_east)']]]","belief0 : 
['-occurs(rotate(learner,north2),5)']
None
belief1 : 
[('holds(face(learner,south),5)', '-next_dir(north2,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
0,"['occurs(move(learner,5,12),4)', 'occurs(move(learner,4,12),5)', 'occurs(move(learner,3,12),6)']","[[['holds(in(learner,6,12),4),-next_to(3,12,6,12)'], 'holds(in(learner,3,12),6)', 6], [['holds(in(learner,5,12),5),-next_to(3,12,5,12)'], 'holds(in(learner,3,12),6)', 6], []]","['rotate(learner,north_west2)', 'rotate(learner,north2)', 'move(learner,7,9)']","[[['holds(face(learner,south),4),-next_dir(north_west2,north_east)']], [['holds(face(learner,south),5),-next_dir(north2,north_east)']], [[], ['holds(in(learner,4,12),6),-next_to(7,9,4,12)']]]","belief0 : 
['-occurs(move(learner,7,9),6)']
None
"
0,[],[[]],"['rotate(learner,west)']","[[['holds(face(learner,south),7),-next_dir(west,north_east)']]]","belief0 : 
['-occurs(rotate(learner,west),7)']
None
belief1 : 
[('holds(face(learner,south),7)', '-next_dir(west,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
0,"['occurs(shoot(learner,attacker1),8)']",[[]],"['move(learner,13,6)']","[[[], ['holds(in(learner,3,11),8),-next_to(13,6,3,11)']]]","belief0 : 
['-occurs(move(learner,13,6),8)']
None
"
0,"['occurs(rotate(learner,south2),9)', 'occurs(rotate(learner,south1),10)', 'occurs(rotate(learner,south_east),11)']",[[]],"['move(learner,18,11)']","[[[], ['holds(in(learner,2,11),9),-next_to(18,11,2,11)']]]","belief0 : 
['-occurs(move(learner,18,11),9)']
None
"
0,"['occurs(rotate(learner,south2),9)', 'occurs(rotate(learner,south1),10)', 'occurs(rotate(learner,south_east),11)']","[[], []]","['move(learner,18,11)', 'rotate(learner,west)']","[[[], ['holds(in(learner,2,11),9),-next_to(18,11,2,11)']], [['holds(face(learner,south2),10),-next_dir(west,north_east)']]]","belief0 : 
['-occurs(rotate(learner,west),10)']
None
belief1 : 
[('holds(face(learner,south2),10)', '-next_dir(west,south2)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
['occurs(rotate(learner,south2),9)']
[['holds(face(R,D),I+1)', 'occurs(rotate(R,D),I)']]
belief3 : 
['notnext_dir(west,south2)']
[['-next_dir(D1,D2)', 'notnext_dir(D1,D2)']]
"
0,"['occurs(rotate(learner,south2),9)', 'occurs(rotate(learner,south1),10)', 'occurs(rotate(learner,south_east),11)']","[[], [], []]","['move(learner,18,11)', 'rotate(learner,west)', 'move(learner,14,10)']","[[[], ['holds(in(learner,2,11),9),-next_to(18,11,2,11)']], [['holds(face(learner,south2),10),-next_dir(west,north_east)']], [[], ['holds(in(learner,2,11),11),-next_to(14,10,2,11)']]]","belief0 : 
['-occurs(move(learner,14,10),11)']
None
"
1,"['occurs(move(learner,7,14),1)', 'occurs(move(learner,6,14),2)', 'occurs(move(learner,5,14),3)']","[[['holds(in(learner,8,14),1),-next_to(5,14,8,14)'], 'holds(in(learner,5,14),3)', 3]]","['shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),1)', '-holds(in_range(learner,attacker3),1)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),1)']
None
belief1 : 
['-holds(in_range(learner,attacker3),1)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
1,"['occurs(move(learner,7,14),1)', 'occurs(move(learner,6,14),2)', 'occurs(move(learner,5,14),3)']","[[['holds(in(learner,8,14),1),-next_to(5,14,8,14)'], 'holds(in(learner,5,14),3)', 3], [['holds(in(learner,7,14),2),-next_to(5,14,7,14)'], 'holds(in(learner,5,14),3)', 3]]","['shoot(learner,attacker3)', 'move(learner,15,1)']","[[[], ['-holds(in_range(learner,attacker3),1)', '-holds(in_range(learner,attacker3),1)']], [[], ['holds(in(learner,7,14),2),-next_to(15,1,7,14)']]]","belief0 : 
['-occurs(move(learner,15,1),2)']
None
"
1,"['occurs(move(learner,7,14),1)', 'occurs(move(learner,6,14),2)', 'occurs(move(learner,5,14),3)']","[[['holds(in(learner,8,14),1),-next_to(5,14,8,14)'], 'holds(in(learner,5,14),3)', 3], [['holds(in(learner,7,14),2),-next_to(5,14,7,14)'], 'holds(in(learner,5,14),3)', 3], []]","['shoot(learner,attacker3)', 'move(learner,15,1)', 'rotate(learner,south_west2)']","[[[], ['-holds(in_range(learner,attacker3),1)', '-holds(in_range(learner,attacker3),1)']], [[], ['holds(in(learner,7,14),2),-next_to(15,1,7,14)']], [['holds(face(learner,south),3),-next_dir(south_west2,north_east)']]]","belief0 : 
['-occurs(rotate(learner,south_west2),3)']
None
belief1 : 
[('holds(face(learner,south),3)', '-next_dir(south_west2,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
1,"['occurs(move(learner,4,13),4)', 'occurs(move(learner,3,13),5)']","[[['holds(in(learner,5,13),4),-next_to(3,13,5,13)'], 'holds(in(learner,3,13),5)', 5]]","['move(learner,7,9)']","[[[], ['holds(in(learner,5,13),4),-next_to(7,9,5,13)']]]","belief0 : 
['-occurs(move(learner,7,9),4)']
None
"
1,"['occurs(move(learner,4,13),4)', 'occurs(move(learner,3,13),5)']","[[['holds(in(learner,5,13),4),-next_to(3,13,5,13)'], 'holds(in(learner,3,13),5)', 5], []]","['move(learner,7,9)', 'shoot(learner,attacker2)']","[[[], ['holds(in(learner,5,13),4),-next_to(7,9,5,13)']], [[], ['-holds(in_range(learner,attacker2),5)']]]","belief0 : 
['-occurs(shoot(learner,attacker2),5)']
None
belief1 : 
['-holds(in_range(learner,attacker2),5)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
1,"['occurs(move(learner,3,13),6)', 'occurs(move(learner,4,13),7)']","[[['holds(in(learner,2,13),6),-next_to(4,13,2,13)'], 'holds(in(learner,4,13),7)', 7]]","['move(learner,19,8)']","[[[], ['holds(in(learner,2,13),6),-next_to(19,8,2,13)']]]","belief0 : 
['-occurs(move(learner,19,8),6)']
None
"
